Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2021-07-11 05:12:35,210.91.42.92,15.50.119.36,61060,21597,ICMP,476,Control,HTTP,"Eaque incidunt maxime. Nulla ea fugit suscipit reprehenderit commodi. Quam debitis et porro.
Sed corrupti sapiente itaque architecto officia.",,53.31,,DDoS,Known Pattern A,Ignored,Medium,Mehul Keer,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/15.9c0382.0 Mobile/75R962 Safari/531.2",Segment B,"Rajahmundry, Goa",219.143.63.128,Log Data,Alert Data,Firewall
2023-06-24 03:35:11,148.28.59.200,139.99.47.121,39229,52764,ICMP,992,Control,FTP,"In neque tempora voluptate maxime occaecati. Eum nulla aperiam illo quasi. Ducimus praesentium tenetur dolor quas in sint.
Ea repudiandae recusandae placeat.",,68.17,Alert Triggered,Malware,Known Pattern A,Ignored,High,Khushi Raja,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; kok-IN) AppleWebKit/534.48.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.48.4",Segment A,"Rohtak, Maharashtra",138.183.129.158,,,Firewall
2021-12-26 13:18:00,133.167.95.106,138.170.56.101,29112,61511,ICMP,1185,Control,HTTP,Error vel natus reprehenderit maiores. Omnis placeat quaerat.,IoC Detected,18.23,,Malware,Known Pattern A,Blocked,Low,Adah Sharaf,Opera/9.75.(Windows 95; hy-AM) Presto/2.9.173 Version/10.00,Segment C,"Jaunpur, Arunachal Pradesh",,Log Data,,Firewall
2020-06-04 22:18:48,217.68.50.232,125.30.226.135,4881,59517,UDP,932,Control,HTTP,Dolorum commodi iste ratione ipsam. Nobis minima quisquam consequatur. Aperiam veritatis similique consequatur molestias suscipit earum inventore.,,1.37,,Intrusion,Known Pattern B,Blocked,Medium,Jivika Tandon,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),Segment A,"Hindupur, Odisha",,,Alert Data,Firewall
2023-04-25 03:04:37,68.20.27.89,203.232.42.55,29020,15723,TCP,149,Control,DNS,Quo placeat perferendis maxime voluptatem. Distinctio ipsum dolore. Ut quaerat necessitatibus fuga quia.,,27.37,,Intrusion,Known Pattern A,Ignored,Medium,Zoya Reddy,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.39.7 (KHTML, like Gecko) Version/5.0 Safari/531.39.7",Segment B,"Mumbai, Manipur",87.183.96.67,Log Data,,Server
2022-10-02 09:22:11,106.221.18.49,193.161.112.137,20289,50101,UDP,963,Control,HTTP,Vitae sint harum. Atque aperiam expedita adipisci iure ullam. Fugiat sunt non praesentium ad possimus porro.,,29.34,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Fateh Issac,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/26.0.833.0 Safari/534.0",Segment B,"Rohtak, Madhya Pradesh",,,,Firewall
2021-11-01 14:18:56,80.3.82.222,114.171.29.247,55932,13420,ICMP,397,Control,HTTP,"Optio itaque a ipsa quo assumenda minima.
Asperiores ullam dolorum in rerum suscipit quae. Quae sunt est nobis omnis dignissimos. Sit quo nemo dolores ea rerum.
Quis provident incidunt in quam.",IoC Detected,38.77,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Rhea Ravel,Mozilla/5.0 (Android 2.3.5; Mobile; rv:52.0) Gecko/52.0 Firefox/52.0,Segment B,"Shahjahanpur, Assam",,Log Data,,Firewall
2022-08-19 21:23:48,6.255.66.86,209.156.74.219,28336,4064,UDP,1082,Control,FTP,"Quasi animi error nemo.
Veniam cumque excepturi nisi eius aliquam quibusdam. At est non tenetur illo cum. Soluta rerum delectus aperiam quasi.",,95.1,,DDoS,Known Pattern B,Ignored,Medium,Ritvik Bhagat,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; cs-CZ) AppleWebKit/535.47.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6535.47.4",Segment C,"Sultan Pur Majra, Nagaland",,,,Server
2021-12-28 21:36:45,28.151.35.42,141.5.196.147,2998,17860,UDP,968,Control,FTP,"Quasi modi excepturi nesciunt sed facere.
Modi necessitatibus et tempora ipsam. Minima maiores amet et. Facilis tempora a laboriosam animi.",,0.25,,DDoS,Known Pattern A,Logged,High,Charvi Kohli,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/33.0.848.0 Safari/532.0",Segment A,"Tirunelveli, Rajasthan",,Log Data,,Firewall
2020-11-26 19:41:40,64.94.114.168,119.3.35.83,2850,27936,UDP,1167,Control,FTP,Quo molestiae tenetur officia consequuntur. Pariatur vel nemo sequi in dicta. Eius praesentium doloremque numquam laborum ad.,,32.48,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Amani Kaur,Mozilla/5.0 (Android 4.4.1; Mobile; rv:36.0) Gecko/36.0 Firefox/36.0,Segment C,"Tadipatri, Arunachal Pradesh",6.198.102.72,Log Data,Alert Data,Firewall
2021-08-25 00:52:21,186.55.138.176,97.218.103.43,38998,33995,TCP,71,Control,HTTP,Accusantium exercitationem soluta quia. Ex sapiente officia a quibusdam. Minus veniam quos amet doloremque rerum. Expedita nobis officia quia eos quo.,,0.08,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Samarth Vora,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.1),Segment C,"Sultan Pur Majra, Manipur",9.159.254.89,,Alert Data,Firewall
2023-03-13 14:11:07,186.67.21.247,183.164.88.35,55725,39827,UDP,1235,Control,HTTP,"Iure fugit veritatis dignissimos.
Eveniet facere atque eos tempora fuga doloremque. Dicta aut distinctio ducimus repellat est. Error mollitia explicabo quis mollitia ut.",IoC Detected,61.96,,DDoS,Known Pattern B,Logged,Medium,Nakul Tripathi,Mozilla/5.0 (Windows CE; nds-NL; rv:1.9.0.20) Gecko/9206-03-28 14:30:25 Firefox/3.8,Segment A,"Purnia, Haryana",98.101.26.3,Log Data,,Server
2022-04-13 18:39:24,16.21.8.97,192.215.80.79,41286,29149,UDP,416,Data,DNS,"Vel quam molestias magnam voluptatum. Neque asperiores ipsum.
Perferendis repellat rerum sit molestiae. Accusamus porro ab saepe nesciunt quisquam expedita.",,94.83,,DDoS,Known Pattern A,Logged,Low,Ahana  Seshadri,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/11.0g1513.0 Mobile/99M996 Safari/535.1",Segment A,"Thanjavur, Manipur",79.42.211.193,Log Data,,Server
2021-08-20 21:15:38,98.198.53.151,181.98.176.231,5488,25283,ICMP,1217,Control,FTP,Nostrum natus nobis perspiciatis vel recusandae. Voluptatem minus quibusdam beatae atque. Error blanditiis itaque.,,48.49,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Dishani Keer,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.1),Segment B,"Siliguri, Mizoram",,,,Firewall
2021-06-12 04:43:57,120.130.127.91,189.237.9.238,34997,64374,ICMP,761,Data,HTTP,Consectetur velit nulla eum nam vel. Iure facere libero. Perferendis quaerat possimus corrupti dignissimos sit impedit.,,99.87,Alert Triggered,DDoS,Known Pattern B,Logged,High,Anika Sarin,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.1),Segment A,"Meerut, Kerala",29.249.145.62,,,Server
2022-11-10 04:46:27,68.249.18.245,97.34.45.111,29457,37693,ICMP,184,Control,DNS,Nulla libero expedita harum. Architecto voluptas rem.,,10.29,,DDoS,Known Pattern B,Ignored,Medium,Anahi Toor,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.0),Segment B,"Ujjain, Uttar Pradesh",,Log Data,Alert Data,Firewall
2020-02-15 05:06:16,55.19.10.2,73.127.36.198,31393,31663,UDP,1001,Control,DNS,"Incidunt quidem debitis sed at labore. Esse distinctio maxime distinctio.
Unde aspernatur esse vel natus. Officia laboriosam dolores fuga quis blanditiis sed. Doloremque unde tempora occaecati non.",IoC Detected,22.94,Alert Triggered,Malware,Known Pattern B,Ignored,High,Shalv Malhotra,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.31.3 (KHTML, like Gecko) Version/4.0.1 Safari/534.31.3",Segment A,"Vijayanagaram, West Bengal",,,Alert Data,Firewall
2022-10-31 10:52:38,1.184.50.105,47.235.118.27,11513,21250,TCP,208,Data,FTP,"Quam quos minima laboriosam eaque delectus maxime. Inventore et id magni.
Excepturi alias nobis molestias fugit libero. Distinctio placeat illo esse repellat inventore.",IoC Detected,84.2,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Misha Andra,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.45.4 (KHTML, like Gecko) Version/4.0.3 Safari/535.45.4",Segment B,"Srinagar, Rajasthan",31.208.8.43,Log Data,,Firewall
2020-09-17 07:17:37,204.103.105.159,102.113.236.233,23026,47124,UDP,1349,Data,FTP,"Neque vero impedit. Hic praesentium saepe eligendi minus.
Dicta atque explicabo earum. Repellendus culpa praesentium at magni ex. Quia quaerat occaecati beatae.",IoC Detected,34.34,,Malware,Known Pattern A,Ignored,Low,Kabir Sahni,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5 rv:6.0; mt-MT) AppleWebKit/532.4.3 (KHTML, like Gecko) Version/5.0.4 Safari/532.4.3",Segment C,"Pondicherry, Telangana",,,Alert Data,Server
2023-01-15 18:16:36,66.32.7.61,200.117.149.195,36278,8066,ICMP,1274,Control,FTP,Ab adipisci cumque fuga. Consectetur delectus ad debitis nisi soluta sunt. Cupiditate praesentium molestiae sapiente.,,99.6,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Mishti Swaminathan,Opera/9.84.(Windows NT 5.2; gl-ES) Presto/2.9.170 Version/10.00,Segment B,"Loni, Madhya Pradesh",,,Alert Data,Server
2020-04-15 00:24:52,145.63.58.73,126.240.91.39,32589,22089,UDP,257,Control,DNS,"Inventore ipsam explicabo tempora. Eos possimus eum a.
Necessitatibus ex suscipit accusamus quibusdam ipsa error. Totam necessitatibus unde dolorem. Totam minus eaque sequi officiis dolorum dolore.",,8.32,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Nayantara Sur,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.29.6 (KHTML, like Gecko) Version/5.0 Safari/531.29.6",Segment A,"Bally, Tamil Nadu",138.18.141.95,,,Server
2023-06-16 06:09:27,200.19.188.248,92.119.8.19,27939,38877,ICMP,578,Control,HTTP,"Repudiandae magni unde autem in autem consequuntur.
Quibusdam provident at. Ipsam earum aut eligendi perferendis laboriosam amet. Excepturi esse nobis eaque fugit.",,23.4,Alert Triggered,Malware,Known Pattern B,Ignored,High,Amani Rout,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; crh-UA) AppleWebKit/534.24.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.24.4",Segment B,"Tirupati, Mizoram",,Log Data,,Firewall
2023-10-07 19:33:04,221.59.134.64,85.98.231.2,22921,12298,TCP,1439,Control,DNS,Nisi assumenda excepturi hic recusandae quidem cum accusantium. Laudantium totam officiis voluptas earum nulla minus. Nisi aut hic optio veniam.,,97.27,,Malware,Known Pattern A,Blocked,Low,Sahil Dhar,Opera/9.76.(X11; Linux x86_64; ce-RU) Presto/2.9.171 Version/12.00,Segment A,"Muzaffarpur, Chhattisgarh",,Log Data,Alert Data,Server
2023-06-15 10:10:25,136.93.10.118,14.101.224.101,60172,12429,UDP,882,Control,DNS,Odit ducimus blanditiis repellat ratione quasi. Eos temporibus tenetur aperiam soluta.,,93.0,,Malware,Known Pattern A,Ignored,Low,Oorja Dasgupta,Mozilla/5.0 (Android 5.0.2; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,Segment A,"Gopalpur, Manipur",171.220.168.181,,,Firewall
2020-06-05 13:11:06,124.235.221.115,22.147.197.26,34467,3869,UDP,879,Control,FTP,Iste non in perspiciatis tempora. Doloribus alias quod rerum provident aliquid consectetur.,,51.82,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Parinaaz Sangha,Opera/8.66.(X11; Linux x86_64; mi-NZ) Presto/2.9.188 Version/12.00,Segment B,"Kolkata, Kerala",,Log Data,Alert Data,Server
2020-11-05 23:19:53,45.49.137.164,10.37.184.165,43763,37428,UDP,934,Data,FTP,"Molestias deserunt illo. Impedit hic culpa.
Doloribus autem numquam deserunt harum tenetur. Perferendis officiis incidunt dolore. Labore dicta dignissimos reiciendis autem.",IoC Detected,58.32,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Reyansh Agarwal,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ka-GE) AppleWebKit/532.5.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6532.5.2",Segment A,"Bidhannagar, Gujarat",,,,Firewall
2023-03-21 11:13:56,25.32.41.210,190.226.37.222,49225,21931,UDP,1048,Control,HTTP,Perspiciatis numquam quis ratione asperiores. Minima velit quisquam culpa aperiam neque corporis. Quas dicta consectetur sapiente adipisci.,,0.53,,Intrusion,Known Pattern A,Blocked,High,Hridaan Warrior,Mozilla/5.0 (Windows NT 6.1; sid-ET; rv:1.9.0.20) Gecko/6769-09-13 06:09:48 Firefox/3.6.13,Segment C,"Dhule, Uttarakhand",212.225.231.245,Log Data,Alert Data,Firewall
2020-10-13 13:14:01,99.140.19.166,199.129.108.78,40037,41016,ICMP,273,Data,HTTP,Omnis nostrum recusandae optio porro. Minus rem ex officiis beatae dicta nemo. Veniam totam officia odit nam inventore nam.,,53.52,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Ivan Deep,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/4100-08-31 07:40:35 Firefox/5.0,Segment C,"Haldia, Arunachal Pradesh",,,,Firewall
2023-08-09 09:45:27,23.202.16.186,142.120.155.72,12181,48243,TCP,724,Control,DNS,"Vitae error consectetur occaecati deserunt voluptate laudantium. Dolore laborum ducimus iusto minus.
Quos iure optio dolor quibusdam dolorem. Ullam non rerum cupiditate.",,35.59,,Intrusion,Known Pattern B,Blocked,Medium,Shalv Raju,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/50.0.867.0 Safari/536.2",Segment C,"Mumbai, Odisha",80.220.205.185,,Alert Data,Server
2021-11-22 05:51:36,122.148.160.52,159.115.195.57,19614,55720,UDP,1430,Control,FTP,"Quidem fuga labore vero voluptatibus. Laboriosam tempora exercitationem. Eligendi deleniti non consequuntur ad qui.
Unde cupiditate aperiam dignissimos deleniti. Ullam quae hic.",,56.67,,Malware,Known Pattern B,Logged,High,Rati Khatri,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.0),Segment B,"Ludhiana, Tripura",74.20.138.150,,Alert Data,Firewall
2020-10-25 05:14:54,58.136.24.121,27.77.192.239,40064,43033,ICMP,1464,Data,FTP,"Non amet eligendi natus esse tenetur praesentium. Ex tenetur laborum modi eaque dolor quo.
Dolor facere labore in. Dolorem debitis illo itaque.",,62.94,,Malware,Known Pattern B,Ignored,High,Armaan Sachdev,Mozilla/5.0 (Windows NT 5.2; zu-ZA; rv:1.9.2.20) Gecko/5574-12-01 03:28:11 Firefox/3.6.20,Segment A,"Kirari Suleman Nagar, West Bengal",,,Alert Data,Server
2023-08-24 16:31:40,130.246.81.172,206.91.90.230,19947,56388,TCP,535,Control,FTP,"Quo nemo iste optio ratione nobis. Occaecati iusto non consectetur.
Aliquam nihil aut voluptatibus eos. Molestias velit labore. Aut dolorum ratione repudiandae.",,43.32,,Malware,Known Pattern A,Logged,High,Romil Bumb,Mozilla/5.0 (Windows NT 4.0; ps-AF; rv:1.9.2.20) Gecko/7345-07-04 08:25:29 Firefox/12.0,Segment C,"Jamalpur, Haryana",,,,Firewall
2023-08-31 22:18:55,216.249.178.37,45.80.12.186,5318,23910,ICMP,373,Control,DNS,"Earum quas enim. Temporibus tempore rem error nulla ad ex.
Voluptas vel laborum error ducimus. Veritatis ab magnam voluptas quia dignissimos.",IoC Detected,25.69,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Aaina Rao,Opera/9.85.(X11; Linux i686; dv-MV) Presto/2.9.180 Version/11.00,Segment B,"Dharmavaram, Uttarakhand",223.130.142.166,Log Data,,Firewall
2023-03-27 09:42:33,16.194.115.81,90.52.138.133,46686,37336,ICMP,128,Data,HTTP,"Voluptate ut sint consectetur. Amet magni suscipit esse. Dicta libero aut molestiae consequuntur.
In tempora voluptates quos. Earum ut unde saepe pariatur. Atque voluptates neque tempora.",,15.55,,DDoS,Known Pattern B,Blocked,Low,Shayak Magar,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.1),Segment A,"Munger, Rajasthan",27.22.107.123,Log Data,Alert Data,Server
2020-09-25 23:19:13,70.8.242.64,100.199.26.201,30264,15620,UDP,1081,Control,FTP,"Iusto perferendis architecto quia inventore atque. Reprehenderit totam iure iusto ad voluptates.
Blanditiis quidem a ea.",,74.12,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Jayesh Chaudry,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.0),Segment C,"North Dumdum, Tripura",,Log Data,Alert Data,Server
2022-02-23 01:09:51,65.245.253.106,180.254.51.33,5836,41970,TCP,1133,Data,FTP,"Suscipit odio ab quas corporis. Illum perspiciatis iure voluptatum cupiditate.
Excepturi omnis modi consectetur. Facere repellat hic.",IoC Detected,78.4,,Intrusion,Known Pattern B,Logged,Low,Divyansh Kapoor,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_5; rv:1.9.2.20) Gecko/6269-07-09 21:22:17 Firefox/3.6.18,Segment B,"Anantapur, Haryana",,,,Server
2023-05-13 16:03:35,157.240.30.107,139.151.148.123,25261,45475,ICMP,1244,Control,HTTP,"Dolorem nulla dolor quas pariatur facere. Ipsam expedita ea.
Nisi laborum consectetur ducimus aliquid.",IoC Detected,62.74,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Kanav Behl,Opera/8.13.(X11; Linux i686; fr-FR) Presto/2.9.177 Version/10.00,Segment C,"Raebareli, Chhattisgarh",4.241.75.163,,,Server
2023-02-02 06:23:34,4.44.31.32,54.72.199.49,12490,20086,UDP,645,Control,HTTP,Nostrum sed occaecati dicta. Doloribus placeat sed deserunt officia expedita. Molestias illum perferendis incidunt veritatis veritatis.,IoC Detected,81.29,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Tarini Hayre,Opera/9.60.(Windows 98; Win 9x 4.90; tt-RU) Presto/2.9.162 Version/11.00,Segment A,"Raurkela Industrial Township, Meghalaya",,Log Data,,Firewall
2020-02-29 19:14:28,78.179.62.76,215.125.162.149,47892,1941,TCP,824,Control,HTTP,Nesciunt illo autem beatae laudantium id velit. Consequuntur minus minus laudantium doloribus reiciendis. Debitis neque animi praesentium dolorem magni consequuntur blanditiis.,IoC Detected,86.48,,Intrusion,Known Pattern B,Logged,Medium,Prisha Baria,Mozilla/5.0 (Windows 98; pt-BR; rv:1.9.0.20) Gecko/6151-01-08 22:41:29 Firefox/3.8,Segment A,"Mehsana, Andhra Pradesh",93.187.158.120,,Alert Data,Server
2020-09-24 19:21:19,199.52.15.64,112.192.45.217,51844,50746,ICMP,141,Data,HTTP,Atque voluptatem ad quidem velit libero deleniti officia. Tempore quibusdam ducimus quam sequi vero optio. Natus aut reiciendis dignissimos nostrum.,,34.55,,Malware,Known Pattern B,Logged,High,Kabir Sidhu,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6; rv:1.9.2.20) Gecko/9191-01-10 20:25:51 Firefox/3.8,Segment A,"Dibrugarh, Andhra Pradesh",,Log Data,,Firewall
2023-01-09 06:42:56,88.130.105.166,88.48.182.9,11833,41033,ICMP,641,Data,DNS,Maiores occaecati voluptatum aliquid fuga. Nisi occaecati rem accusamus maiores expedita cum. Temporibus placeat mollitia maiores quisquam.,IoC Detected,14.2,,Malware,Known Pattern A,Blocked,High,Indrajit D’Alia,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.1),Segment B,"Anantapur, Odisha",,Log Data,,Server
2023-07-24 01:47:14,103.84.125.27,212.19.44.154,4695,49915,UDP,746,Data,FTP,Voluptatem aperiam qui ratione error perspiciatis. Accusamus velit officia omnis debitis soluta occaecati. Quo necessitatibus porro tempore dolorem esse.,IoC Detected,64.81,,Intrusion,Known Pattern B,Ignored,High,Arnav Uppal,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/51.0.822.0 Safari/534.1",Segment B,"Rajkot, Nagaland",199.182.224.64,Log Data,Alert Data,Firewall
2021-01-10 23:48:15,60.110.61.66,137.222.11.149,31887,19052,TCP,825,Data,HTTP,"Iusto dignissimos occaecati quaerat nesciunt. Recusandae deserunt nostrum velit.
Est atque eum quaerat facilis.",,90.72,,Intrusion,Known Pattern B,Blocked,High,Nakul Bhargava,Opera/9.41.(Windows NT 5.01; ast-ES) Presto/2.9.177 Version/12.00,Segment A,"Firozabad, Rajasthan",6.234.9.254,Log Data,Alert Data,Firewall
2021-01-10 12:06:55,136.236.162.99,98.35.217.218,5606,25343,TCP,1431,Control,DNS,Autem explicabo maxime dicta doloribus fuga. Nisi aut quis error distinctio. Amet aperiam corporis labore nostrum.,,68.37,,Malware,Known Pattern B,Blocked,Low,Miraan Chander,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4 rv:5.0; ayc-PE) AppleWebKit/535.48.7 (KHTML, like Gecko) Version/4.1 Safari/535.48.7",Segment B,"Tumkur, West Bengal",,,Alert Data,Server
2022-03-26 14:32:16,52.225.222.60,59.54.250.146,37995,53566,ICMP,1271,Control,FTP,Sint perspiciatis ab amet aspernatur explicabo corrupti. Dolores quis sapiente qui tempore cupiditate labore. Officia exercitationem veniam incidunt.,IoC Detected,47.73,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Samar Goda,"Mozilla/5.0 (Linux; Android 5.0.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/24.0.831.0 Safari/532.0",Segment B,"Pallavaram, Nagaland",,,Alert Data,Firewall
2023-01-05 17:50:36,155.172.14.14,175.48.231.221,10280,23542,ICMP,189,Data,FTP,Molestias aut ut at repudiandae magni ex. Molestiae amet doloremque assumenda quod laborum.,IoC Detected,29.9,,Malware,Known Pattern A,Logged,Medium,Kiaan Wason,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.0),Segment A,"Raichur, Maharashtra",,Log Data,Alert Data,Server
2020-11-13 10:03:37,45.72.54.178,69.44.236.177,65078,4952,TCP,250,Data,FTP,"Aperiam sit cupiditate. Assumenda mollitia debitis quos. Doloremque accusamus voluptatem in.
Sapiente laboriosam minima molestiae consequatur aliquid dolor.",,14.36,,Malware,Known Pattern B,Blocked,Medium,Dhruv Chacko,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/6419-06-24 07:01:48 Firefox/3.6.19,Segment C,"Varanasi, Meghalaya",,,Alert Data,Firewall
2023-02-13 14:38:18,176.51.139.65,55.221.145.59,29582,19913,ICMP,197,Control,HTTP,"Architecto laboriosam occaecati vel. Consequuntur rem eius ducimus facilis fuga laboriosam libero.
Adipisci quae nesciunt enim quia doloremque.",,42.89,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Nitya Hayer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; mn-MN) AppleWebKit/531.32.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.32.3",Segment C,"Bhiwani, Gujarat",119.81.187.166,,Alert Data,Server
2022-04-22 20:14:41,6.183.27.186,33.224.156.149,56730,7156,ICMP,1406,Data,DNS,Dignissimos quis nam labore nisi quae. Explicabo inventore dolore. Cum debitis incidunt quos quae dignissimos. Voluptatibus voluptas commodi debitis sunt facere.,,18.9,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Jhanvi Kara,Mozilla/5.0 (Windows 95; sl-SI; rv:1.9.0.20) Gecko/5896-12-28 09:05:20 Firefox/4.0,Segment A,"Rourkela, Rajasthan",33.195.170.174,,,Server
2020-03-12 08:07:04,25.160.77.57,95.223.10.198,36490,57440,TCP,1058,Control,FTP,Beatae voluptatum harum alias neque animi. Ab corporis sit impedit neque rem fugiat quia. Veniam voluptate deleniti eligendi nesciunt minus.,IoC Detected,51.43,,Intrusion,Known Pattern B,Logged,High,Lagan Kothari,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_5; rv:1.9.5.20) Gecko/5620-10-24 12:16:19 Firefox/3.6.8,Segment C,"Satara, Haryana",114.241.24.54,Log Data,,Server
2023-04-14 04:50:50,189.48.63.77,183.62.62.25,46186,39803,UDP,1366,Control,HTTP,"Magni dolor ratione quibusdam a vero sequi. Corrupti magni eveniet pariatur explicabo.
Voluptatem quaerat rem voluptatibus. Optio rem mollitia vel nihil modi natus.",IoC Detected,63.64,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Sumer Din,Mozilla/5.0 (Android 3.2.4; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,Segment C,"Nashik, Rajasthan",205.225.11.106,Log Data,,Server
2020-11-04 09:16:15,61.177.146.117,203.195.64.131,34402,9997,ICMP,817,Data,FTP,Provident mollitia sed. Explicabo vel ad consequuntur.,IoC Detected,18.53,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Anya Bhardwaj,Opera/8.82.(Windows NT 6.0; cs-CZ) Presto/2.9.176 Version/12.00,Segment C,"Hubli–Dharwad, Madhya Pradesh",153.211.120.214,Log Data,,Firewall
2021-06-07 11:07:32,1.137.245.81,217.178.243.96,61085,43109,UDP,531,Control,FTP,Necessitatibus in quidem perspiciatis. Id cum aliquam laboriosam repellat molestiae. Et doloribus itaque molestias.,IoC Detected,32.37,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Aaina Khatri,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/21.0.888.0 Safari/531.1",Segment C,"Kulti, Karnataka",162.196.6.50,Log Data,Alert Data,Server
2020-01-02 18:47:41,174.128.188.117,85.101.155.114,50645,30578,TCP,717,Control,HTTP,"Magnam quae est vel. Distinctio culpa reiciendis excepturi.
Explicabo earum sint. Vero quasi fugiat cumque ex impedit. Minima cupiditate repellat dolorum impedit.",IoC Detected,91.02,,Intrusion,Known Pattern B,Logged,Medium,Ranbir Soni,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_6 rv:6.0; ps-AF) AppleWebKit/531.32.2 (KHTML, like Gecko) Version/5.0.3 Safari/531.32.2",Segment A,"Tiruchirappalli, Arunachal Pradesh",134.73.179.139,,,Server
